timestamp,price
1784736008,0.0065
1784739623,0.0065
1784743217,0.0045
1784746808,0.0035
1784750410,0.0035
1784754016,0.0035
1784757616,0.0035
1784761209,0.0035
1784764821,0.0035
1784768422,0.003
1784772010,0.003
1784775618,0.003
1784779213,0.003
1784782827,0.003
1784786434,0.0025
1784790023,0.0025
1784793610,0.0025
1784797228,0.0025
1784800823,0.0025
1784804413,0.0025
1784808036,0.0035
1784811617,0.0035
1784815217,0.0035
1784818835,0.0035
1784822416,0.0035
1784826037,0.0035
1784829636,0.0035
1784833225,0.0035
1784836821,0.0035
1784840427,0.0035
1784844020,0.0035
1784847619,0.0035
1784851231,0.0035
1784854811,0.0035
1784858415,0.0035
1784862029,0.0035
1784865619,0.0035
1784869236,0.0035
1784872841,0.0035
1784876414,0.0035
1784880019,0.0035
1784883628,0.0035
1784887226,0.0035
1784890819,0.0035
1784894450,0.0035
1784898029,0.0035
1784901626,0.0035
1784905243,0.0035
1784908829,0.0035
1784912422,0.0035
1784916040,0.0035
1784919629,0.0035
1784923236,0.0035
1784926844,0.0035
1784930428,0.0035
1784934029,0.0035
1784937649,0.0035
1784941227,0.0035
1784944826,0.0035
1784948439,0.0035
1784952041,0.0035
1784955635,0.0025
1784959254,0.0025
1784966450,0.0025
1784970045,0.0025
1784973627,0.0025
1784977222,0.0025
1784984440,0.0025
1784988039,0.0025
1784995227,0.0025
1784998851,0.0025
1785006030,0.0025
1785009640,0.0025
1785016837,0.0025
1785020459,0.0025
1785024045,0.0025
1785027619,0.0025
1785031225,0.0025
1785034857,0.0025
1785038439,0.0025
1785042033,0.0025
1785049256,0.0025
1785052824,0.0025
1785056431,0.0025
1785060037,0.0025
1785063617,0.0025
1785070819,0.0025
1785074441,0.0025
1785081631,0.0025
1785085256,0.0025
1785088853,0.0025
1785092438,0.0025
1785096053,0.0025
1785103223,0.0025
1785106829,0.0025
1785110458,0.0025
1785114029,0.0025
1785117619,0.0025
1785121256,0.0025
1785124842,0.0025
1785128430,0.0025
1785132055,0.0025
1785135638,0.0025
1785139235,0.0025
1785142839,0.0025
1785146436,0.0025
1785150025,0.0025
1785157237,0.0025
1785160831,0.0025
1785164451,0.0025
1785168034,0.0025
1785171645,0.0025
1785175243,0.0025
1785178842,0.0025
1785182442,0.0025
1785186043,0.0025
1785189633,0.0025
1785193239,0.0025
1785196853,0.0025
1785200423,0.0025
1785204024,0.0025
1785214858,0.0025
1785222051,0.0025
1785225639,0.0025
1785232848,0.0025
1785236451,0.0025
1785243646,0.0025
1785247243,0.0015
1785250859,0.0015
1785254448,0.0015
1785258041,0.0015
1785261653,0.0015
1785297656,0.0015
1785319248,0.0015
1785330053,0.0015
1785351616,0.0015
1785355212,0.0015
1785358818,0.0015
1785362413,0.0015
1785366013,0.0015
1785369626,0.0015
1785373214,0.0015
1785376812,0.0015
1785380415,0.0015
1785384011,0.0015
1785387610,0.0015
1785391212,0.0015
1785394810,0.0015
1785398411,0.0015
1785402011,0.0015
1785405611,0.0015
1785409210,0.0015
1785412810,0.0015
1785416411,0.0015
1785420012,0.0015
1785423614,0.0015
1785427212,0.0015
1785430813,0.0015
1785434414,0.0015
1785438012,0.0015
1785441610,0.0015
1785445211,0.0015
1785448809,0.0015
1785452410,0.0015
1785456024,0.0015
1785459610,0.0015
1785463210,0.0015
1785466813,0.0015
1785470411,0.0015
1785474014,0.0015
1785477610,0.0015
1785481211,0.0015
1785484811,0.0015
1785488413,0.0015
1785492012,0.0015
1785495616,0.0015
1785499212,0.0015
1785502812,0.0015
1785506411,0.0015
1785510028,0.0015
1785513612,0.0015
1785517213,0.0015
1785520814,0.0015
1785524429,0.0015
1785528021,0.0015
1785531614,0.0015
1785535214,0.0015
1785538812,0.0015
1785542414,0.0015
1785546010,0.0015
1785549609,0.0015
1785553212,0.0015
1785556812,0.0015
1785560415,0.0015
1785564028,0.0015
1785567611,0.0015
1785571212,0.0015
1785574815,0.0015
1785578412,0.0015
1785582042,0.0015
1785585614,0.0015
1785589208,0.0015
1785592809,0.0015
1785596410,0.0015
1785600012,0.0015
1785603615,0.0015
1785607210,0.0015
1785610815,0.0015
1785614417,0.0015
1785618016,0.0015
1785621616,0.0015
1785625212,0.0015
1785628815,0.0015
1785632410,0.0015
1785636014,0.0015
1785639620,0.0015
1785643212,0.0015
1785646810,0.0015
1785650427,0.0015
1785654012,0.0015
1785657612,0.0015
1785661215,0.0015
1785664814,0.0015
1785668411,0.0015
1785672013,0.0015
1785675612,0.0015
1785679210,0.0015
1785682831,0.0015
1785686411,0.0015
1785690011,0.0015
1785693614,0.0015
1785697213,0.0015
1785700811,0.0015
1785704416,0.0015
1785708011,0.0015
1785711610,0.0015
1785715212,0.0015
1785718811,0.0015
1785722421,0.0015
1785726011,0.0015
1785729612,0.0015
1785733227,0.0015
1785736815,0.0015
1785740409,0.0015
1785744011,0.0015
1785747612,0.0015
1785751224,0.0015
1785754809,0.0015
1785758412,0.0015
1785762013,0.0015
1785765615,0.0015
1785769212,0.0015
1785772810,0.0015
1785776421,0.0015
1785780012,0.0015
1785783616,0.0015
1785787220,0.0015
1785790823,0.0015
1785794423,0.0015
1785798022,0.0015
1785801615,0.0015
1785805213,0.0015
1785808811,0.0015
1785812411,0.0015
1785816012,0.0015
1785819631,0.0015
1785823229,0.0015
1785826813,0.0015
1785830412,0.0015
1785834013,0.0015
1785837612,0.0015
1785841212,0.0015
1785844812,0.0015
1785848410,0.0015
1785852013,0.0015
1785855612,0.0015
1785859216,0.0015
1785862811,0.0015
1785866411,0.0015
1785870014,0.0015
1785873611,0.0015
1785877217,0.0015
1785880814,0.0015
1785884414,0.0015
1785888016,0.0015
1785891609,0.0015
1785895210,0.0015
1785898816,0.0015
1785902415,0.0015
1785906010,0.0015
1785909623,0.0015
1785913212,0.0015
1785916813,0.0015
1785920415,0.0015
1785924013,0.0015
1785927613,0.0015
1785931216,0.0015
1785934812,0.0015
1785938410,0.0015
1785942011,0.0015
1785945624,0.0015
1785949214,0.0015
1785952826,0.0015
1785956417,0.0015
1785960016,0.0015
1785963613,0.0015
1785967211,0.0015
1785970812,0.0015
1785974415,0.0015
1785978011,0.0015
1785981613,0.0015
1785985213,0.0015
1785988825,0.0015
1785992421,0.0015
1785996012,0.0015
1785999610,0.0015
1786003217,0.0015
1786006815,0.0015
1786010412,0.0015
1786014014,0.0015
1786017621,0.0015
1786021211,0.0015
1786024811,0.0015
1786028422,0.0015
1786032025,0.0015
1786035619,0.0015
1786039213,0.0015
1786042815,0.0015
1786046415,0.0015
1786050014,0.0015
1786053614,0.0015
1786057212,0.0015
1786060815,0.0015
1786064413,0.0015
1786068030,0.0015
1786071613,0.0015
1786075211,0.0015
1786078811,0.0015
1786082411,0.0015
1786086012,0.0015
1786089611,0.0015
1786093211,0.0015
1786096810,0.0015
1786100410,0.0015
1786104017,0.0015
1786107612,0.0015
1786111212,0.0015
1786114814,0.0015
1786118413,0.0015
1786122017,0.0015
1786125614,0.0015
1786129213,0.0015
1786132815,0.0015
1786136415,0.0015
1786140016,0.0015
1786143625,0.0015
1786147219,0.0015
1786150816,0.0015
1786154411,0.0015
1786158020,0.0015
1786161627,0.0015
1786165211,0.0015
1786168814,0.0015
1786172411,0.0015
1786176010,0.0015
1786179626,0.0015
1786183226,0.0015
1786186811,0.0015
1786190443,0.0015
1786194011,0.0015
1786197612,0.0015
1786201232,0.0015
1786204815,0.0015
1786208412,0.0015
1786212016,0.0015
1786215613,0.0015
1786219227,0.0015
1786222815,0.0015
1786226413,0.0015
1786230014,0.0015
1786233629,0.0015
1786237223,0.0015
1786240817,0.0015
1786244413,0.0015
1786248009,0.0015
1786251613,0.0015
1786255223,0.0015
1786258814,0.0015
1786262413,0.0015
1786266025,0.0015
1786269615,0.0015
1786273213,0.0015
1786276817,0.0015
1786280413,0.0015
1786284011,0.0015
1786287615,0.0015
1786291213,0.0015
1786294810,0.0015
1786298426,0.0015
1786302016,0.0015
1786305614,0.0015
1786309211,0.0015
1786312816,0.0015
1786316416,0.001
1786320021,0.001
1786323613,0.001
1786327214,0.001
1786330812,0.001
1786334411,0.001
1786338011,0.001
1786341611,0.001
1786345211,0.001
1786348814,0.0015
1786352431,0.0015
1786356015,0.0015
1786359612,0.0015
1786363216,0.0015
1786364528,0.0015
